Query,SearchTerm,Kingdom,Phylum,Class,Order,Family,Genus,Species,EOL,NCBI,Wikipedia,IUCN,GBIF,ITIS,
HENKEL'S LEAF-TAIL GECKO,Henkel's leaf-tail gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus henkeli,,,https://en.wikipedia.org/wiki/Henkel%27s_leaf-tailed_gecko,NA,NA,,
UROPLATUS LINEATUS,Uroplatus lineatus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus lineatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582557,NA,https://en.wikipedia.org/wiki/Uroplatus_lineatus,NA,NA,,
LINED LEAF GECKO,Lined leaf gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus lineatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582557,NA,NA,NA,NA,,
LINED LEAF TAIL GECKO,Lined leaf tail gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus lineatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582557,NA,NA,NA,NA,,
LEAF TAIL GECKO,Leaf tail gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus lineatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582557,NA,NA,NA,NA,,
UROPLATYS LINEATUS,Uroplatys lineatus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus lineatus,,,https://en.wikipedia.org/wiki/Uroplatus_lineatus,NA,NA,,
UROPLATUS PHANTASTICUS,Uroplatus phantasticus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582560,NA,https://en.wikipedia.org/wiki/Uroplatus_phantasticus,NA,NA,,
SATANIC GECKO,Satanic gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582560,NA,NA,NA,NA,,
SATANIC LEAF-TAILED GECKO,Satanic leaf-tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582560,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=89468$retmode=xml,https://en.wikipedia.org/wiki/Satanic_leaf-tailed_gecko,NA,NA,,
SATANIC LEAF GECKO,Satanic leaf gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582560,NA,NA,NA,NA,,
SATANIC LEAF TAILED GECKO,Satanic leaf tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582560,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=89468$retmode=xml,NA,NA,NA,,
MOSSY GECKO,Mossy gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,NA,NA,NA,NA,,
MOSSY  TAILED GECKO,Mossy tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,NA,NA,NA,NA,,
UROPLATUS,Uroplatus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,NA,NA,NA,NA,,
MOSSY LEAF GECKO,Mossy leaf gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,NA,NA,NA,NA,,
MOSSY LEAF-TAILED GECKO,Mossy leaf-tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=89468$retmode=xml,https://en.wikipedia.org/wiki/Mossy_leaf-tailed_gecko,NA,NA,,
LEAF TAILED GECKO,Leaf tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=89468$retmode=xml,NA,NA,NA,,
LEAF TAILED GECKO ,Leaf tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=89468$retmode=xml,NA,NA,NA,,
MOSSY LEAF TAILED GECKO,Mossy leaf tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=89468$retmode=xml,NA,NA,NA,,
LEAF-TAILED GECKO,Leaf-tailed gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52582561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=89468$retmode=xml,NA,NA,NA,,
LEAF TAILED SNAKE,Leaf tailed snake,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,,,https://en.wikipedia.org/wiki/Uroplatus_sikorae,NA,NA,,
UROSAURUS,Urosaurus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus graciosus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591550,NA,NA,NA,NA,,
BRUSH LIZARD,Brush lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus graciosus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591550,NA,NA,NA,NA,,
LONG-TAILED BRUSH LIZARD,Long-tailed brush lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus graciosus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591550,NA,https://en.wikipedia.org/wiki/Long-tailed_brush_lizard,NA,NA,,
LONG-TAILED BUSH LIZARD,Long-tailed bush lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus graciosus,,,NA,http://www.iucnredlist.org/details/64171/0,NA,,
LONG TAIL BRUSH LIZARD,Long tail brush lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus graciosus,,,https://en.wikipedia.org/wiki/Urosaurus_graciosus,NA,NA,,
LONG-TAIL BRUSH LIZARD,Long-tail brush lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus graciosus,,,https://en.wikipedia.org/wiki/Urosaurus_graciosus,NA,NA,,
BRUSH TAIL LIZARD,Brush tail lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus graciosus,,,NA,http://www.iucnredlist.org/details/64171/0,NA,,
ORNATE TREE LIZARD,Ornate tree lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus ornatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591556,NA,NA,NA,NA,,
ORNATE LIZARD,Ornate lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus ornatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591556,NA,NA,NA,NA,,
CHILEAN RAY,Chilean ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urotrygon,Urotrygon chilensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52657348,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=255564$retmode=xml,NA,NA,NA,,
CHILEAN ROUND RAY,Chilean round ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urotrygon,Urotrygon chilensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52657348,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=417956$retmode=xml,https://en.wikipedia.org/wiki/Chilean_round_ray,NA,NA,,
WHITE BLOTCHED STINGRAY,White blotched stingray,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Urotrygonidae,Urotrygon,Urotrygon chilensis,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=2039248$retmode=xml,NA,NA,NA,,
NORTH AMERICAN BLACK BEAR,North american black bear,Metazoa,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9643$retmode=xml,NA,NA,NA,,
AMERICAN BLACK BEAR,American black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576579,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9643$retmode=xml,https://en.wikipedia.org/wiki/American_black_bear,NA,NA,,
FLORIDA BLACK BEAR,Florida black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,,,https://en.wikipedia.org/wiki/American_black_bear,NA,NA,,
BEAR ,Bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576562,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9641$retmode=xml,NA,NA,NA,,
BEAR,Bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576562,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9641$retmode=xml,NA,NA,NA,,
KODIAK BEAR,Kodiak bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576575,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=116961$retmode=xml,NA,NA,NA,,
GRIZZLY BEAR ,Grizzly bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576562,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9644$retmode=xml,NA,NA,NA,,
GRIZZLY BEAR,Grizzly bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576562,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9644$retmode=xml,NA,NA,NA,,
BROWN BEAR,Brown bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576562,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9644$retmode=xml,https://en.wikipedia.org/wiki/Brown_bear,NA,NA,,
POLAR BEAR ,Polar bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus maritimus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=29073$retmode=xml,https://en.wikipedia.org/wiki/Polar_bear,NA,NA,,
POLAR BEAR,Polar bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus maritimus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576561,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=29073$retmode=xml,https://en.wikipedia.org/wiki/Polar_bear,NA,NA,,
SPECTACLED ANDEAN BEAR,Spectacled andean bear,Metazoa,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9641$retmode=xml,NA,NA,NA,,
ASIAN BLACK BEAR,Asian black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus thibetanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576596,NA,https://en.wikipedia.org/wiki/Asian_black_bear,NA,NA,,
ASIATIC BLACK BEAR,Asiatic black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus thibetanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576596,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9642$retmode=xml,https://en.wikipedia.org/wiki/Asiatic_black_bear,NA,NA,,
BLACK BEAR,Black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus thibetanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576596,NA,NA,NA,NA,,
BLACK BEAR ,Black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus thibetanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576596,NA,NA,NA,NA,,
HIMALAYAN BLACK BEER,Himalayan black beer,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus thibetanus,,,NA,http://www.iucnredlist.org/details/22824/0,NA,,
Grizzly,Grizzly,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Na,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576569,NA,https://en.wikipedia.org/wiki/Grizzly,NA,NA,,
Kodiac Bear,Kodiac bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Na,NA,NA,https://en.wikipedia.org/wiki/Kodiac_bear,NA,NA,,
European Brown Bear,European brown bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Na,NA,NA,https://en.wikipedia.org/wiki/European_brown_bear,NA,NA,,
Black Bear,Black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576581,NA,NA,NA,NA,,
Polar Bear,Polar bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus maritimus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576561,NA,https://en.wikipedia.org/wiki/Polar_bear,NA,NA,,
Bear Unspecified,Bear unspecified,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=180543,,
Black Bear,Black bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus thibetanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576596,NA,NA,NA,NA,,
GOLD SKINK ,Gold skink,Animalia,Chordata,Reptilia,Squamata,Scincidae,Urther,Urther research on this species population status and ecology is recommended. ,,,NA,http://www.iucnredlist.org/details/42483990/0,NA,,
SIDE BLOTCHED LIZARD,Side blotched lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uta,Uta stansburiana,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591303,NA,NA,NA,NA,,
SIDE-BLOTCHED LIZARD,Side-blotched lizard,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uta,Uta stansburiana,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591303,NA,NA,NA,NA,,
S.H. LIZARD,S.h. lizard,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Uta,Uta stansburiana,,,https://en.wikipedia.org/wiki/Common_side-blotched_lizard,NA,NA,,
BLUEBERRY ROUGHY,Blueberry roughy,Plantae,Na,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium corymbosum,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=23573,,
MADIEN GOBY,Madien goby,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Valenciennea,Valenciennea puellaris,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=586872$retmode=xml,NA,NA,NA,,
GOLDEN HEAD SLEEPER,Golden head sleeper,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Valenciennea,Valenciennea strigata,,,https://en.wikipedia.org/wiki/Valenciennea_strigata,NA,NA,,
BLACKSMITH PLOVER,Blacksmith plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus armatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646416,NA,https://en.wikipedia.org/wiki/Blacksmith_plover,NA,NA,,
SOUTHERN LAPWING,Southern lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646417,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=100859$retmode=xml,https://en.wikipedia.org/wiki/Southern_lapwing,NA,NA,,
CROWNED LAPWING,Crowned lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus coronatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646423,NA,https://en.wikipedia.org/wiki/Crowned_lapwing,NA,NA,,
CROWNED PLOVER,Crowned plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus coronatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646423,NA,https://en.wikipedia.org/wiki/Crowned_plover,NA,NA,,
CROWNED POLVER,Crowned polver,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus coronatus,,,https://en.wikipedia.org/wiki/Crowned_lapwing,NA,NA,,
RED WATTLED LAPWING,Red wattled lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus indicus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646431,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=1003845$retmode=xml,NA,NA,NA,,
RED-WATTLED LAPWING PLOVER,Red-wattled lapwing plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus indicus,,,https://en.wikipedia.org/wiki/Red-wattled_lapwing,NA,NA,,
SPUR-WINGED LAPWING,Spur-winged lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646445,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8909$retmode=xml,https://en.wikipedia.org/wiki/Spur-winged_lapwing,NA,NA,,
MASKED PLOVER,Masked plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646443,NA,https://en.wikipedia.org/wiki/Masked_plover,NA,NA,,
MASKED LAPWING,Masked lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646443,NA,https://en.wikipedia.org/wiki/Masked_lapwing,NA,NA,,
SPUR WINGED LAPWING,Spur winged lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646445,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8909$retmode=xml,NA,NA,NA,,
NEW GUINEA MASKED PLOVER,New guinea masked plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,,,https://en.wikipedia.org/wiki/Masked_lapwing,NA,NA,,
LAPWING PLOVER,Lapwing plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,,,https://en.wikipedia.org/wiki/Masked_lapwing,NA,NA,,
SPUR WINGED PLOVER,Spur winged plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus spinosus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646451,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8909$retmode=xml,NA,NA,NA,,
SPUR-WINGED PLOVER,Spur-winged plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus spinosus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646451,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8909$retmode=xml,https://en.wikipedia.org/wiki/Spur-winged_plover,NA,NA,,
SPURWING PLOVER,Spurwing plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus spinosus,,,https://en.wikipedia.org/wiki/Spur-winged_lapwing,NA,NA,,
LAPWING,Lapwing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646414,NA,NA,NA,NA,,
LAPWING CHICK ,Lapwing chick,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,,,https://en.wikipedia.org/wiki/Northern_lapwing,NA,NA,,
LAPWING CHICK,Lapwing chick,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,,,https://en.wikipedia.org/wiki/Northern_lapwing,NA,NA,,
RIDGE TAILED MONITOR,Ridge tailed monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus acanthurus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587574,NA,NA,NA,NA,,
SPINY TAILED MONITOR,Spiny tailed monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus acanthurus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587574,NA,https://en.wikipedia.org/wiki/Spiny_tailed_monitor,NA,NA,,
SPINY-TAILED MONITOR,Spiny-tailed monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus acanthurus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587574,NA,https://en.wikipedia.org/wiki/Spiny-tailed_monitor,NA,NA,,
ACKIE MONITOR,Ackie monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus acanthurus,,,https://en.wikipedia.org/wiki/Spiny-tailed_monitor,NA,NA,,
YELLOW ACKIE MONITOR,Yellow ackie monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus acanthurus,,,https://en.wikipedia.org/wiki/Spiny-tailed_monitor,NA,NA,,
RING-TAILED MONITOR,Ring-tailed monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus acanthurus,,,https://en.wikipedia.org/wiki/Spiny-tailed_monitor,NA,NA,,
SPINE-TAILED MONITOR,Spine-tailed monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus acanthurus,,,https://en.wikipedia.org/wiki/Spiny-tailed_monitor,NA,NA,,
BLACK THROATED MONITOR,Black throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587578,NA,NA,NA,NA,,
BLACK-THROATED MONITOR,Black-throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587578,NA,NA,NA,NA,,
WHITE THROATED MONITOR LIZARD,White throated monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587578,NA,NA,NA,NA,,
WHITE-THROATED MONITOR LIZARD,White-throated monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587578,NA,NA,NA,NA,,
WHITE-THROATED MONITOR,White-throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587578,NA,NA,NA,NA,,
WHITE-THROATED MONITOR ,White-throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587578,NA,NA,NA,NA,,
WHITE THROATED MONITOR,White throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587578,NA,NA,NA,NA,,
BLACK THROATED MONITOR LIZARD,Black throated monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,,,https://en.wikipedia.org/wiki/Rock_monitor,NA,NA,,
RACE RUNNING LIZARD ,Race running lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus albigularis,,,https://en.wikipedia.org/wiki/Rock_monitor,NA,NA,,
PEACOCK MONITOR,Peacock monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus auffenbergi,NA,NA,https://en.wikipedia.org/wiki/Peacock_monitor,NA,NA,,
VARANUS BECCARII ,Varanus beccarii,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus beccarii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587585,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=437646$retmode=xml,https://en.wikipedia.org/wiki/Varanus_beccarii,NA,NA,,
BLACK TREE MONITOR,Black tree monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus beccarii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587585,NA,https://en.wikipedia.org/wiki/Black_tree_monitor,NA,NA,,
BLACK TREE MONITOR ,Black tree monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus beccarii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587585,NA,https://en.wikipedia.org/wiki/Black_tree_monitor,NA,NA,,
BENGAL MONITOR,Bengal monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus bengalensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587586,NA,https://en.wikipedia.org/wiki/Bengal_monitor,NA,NA,,
BENGAL MONITOR ,Bengal monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus bengalensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587586,NA,https://en.wikipedia.org/wiki/Bengal_monitor,NA,NA,,
GOLDEN MONITOR,Golden monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus boehmei,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587661,NA,NA,NA,NA,,
